"","Study Area","Site","Trap Type Code","Trap Type Name","Grid Cell","UTM Zone","Easting","Northing","Longitude","Latitude","General Location","Site Comments","Session","Session Start Date","Visit Start Date","Visit End Date","Nights Deployed","Bait Used","Surveyor","Site Visit Comments","Sample Label","Sample Group","Barb Number","Sample Material","Sample Micro-location","Species Guess","Sample Is Incidental","Species","Species ID Method","Animal ID","Sex","Sample Comment"
"451","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-12x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"452","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-16x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"453","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-9x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"454","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-18c","c",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"455","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-7v","v",NA,"HA","G","","N","M-URAM","DNA","","","Xblack; under 6x"
"456","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-4a","a",NA,"HA","W","","N","MAMMALIA","","","","unextracted;"
"457","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-10x","x",NA,"HA","W","","N","MAMMALIA","","","","Xinadequate;"
"458","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-3a","a",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"459","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-21v","v",NA,"HA","G","","N","MAMMALIA","","","","unextracted; near 19x"
"460","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-20x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"461","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-22v","v",NA,"HA","G","","N","M-URAM","DNA","","","Xblack; near 18c"
"462","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-11x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"463","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-15x","x",NA,"HA","W","","N","MAMMALIA","","","","Xinadequate;"
"464","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-19x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"465","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-17c","c",NA,"HA","W","","N","MAMMALIA","","","","Xinadequate;"
"466","Flathead","116B","HR-BA-BS","Hair - barbed wire at bait station",116,11,696406,5436039,-114.31214,49.0459,NA,"Set and checked by truck","FH2007 Session 2","2007-06-26","2007-06-13","2007-06-26",13,NA,"R. Munro","","15028-8x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"467","Flathead","116C","HR-BA-BS","Hair - barbed wire at bait station",116,11,696957,5431280,-114.30692,49.00296,NA,"Set and checked by helicopter","FH2007 Session 3","2007-07-10","2007-06-28","2007-07-12",14,NA,"A. Lorincz","grizzly bear cub tracks and BB tracks near site","15203-4x","x",NA,"HA","W","M-URAM","N","MAMMALIA","","","","Xinadequate;"
"468","Flathead","116C","HR-BA-BS","Hair - barbed wire at bait station",116,11,696957,5431280,-114.30692,49.00296,NA,"Set and checked by helicopter","FH2007 Session 3","2007-07-10","2007-06-28","2007-07-12",14,NA,"A. Lorincz","grizzly bear cub tracks and BB tracks near site","15203-3x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"469","Flathead","116C","HR-BA-BS","Hair - barbed wire at bait station",116,11,696957,5431280,-114.30692,49.00296,NA,"Set and checked by helicopter","FH2007 Session 3","2007-07-10","2007-06-28","2007-07-12",14,NA,"A. Lorincz","grizzly bear cub tracks and BB tracks near site","15203-1x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xbomb;"
"470","Flathead","116C","HR-BA-BS","Hair - barbed wire at bait station",116,11,696957,5431280,-114.30692,49.00296,NA,"Set and checked by helicopter","FH2007 Session 3","2007-07-10","2007-06-28","2007-07-12",14,NA,"A. Lorincz","grizzly bear cub tracks and BB tracks near site","15203-6x","x",NA,"HA","W","M-URAM","N","M-URAM","DNA","","","Xblack;"
"471","Flathead","116C","HR-BA-BS","Hair - barbed wire at bait station",116,11,696957,5431280,-114.30692,49.00296,NA,"Set and checked by helicopter","FH2007 Session 3","2007-07-10","2007-06-28","2007-07-12",14,NA,"A. Lorincz","grizzly bear cub tracks and BB tracks near site","15203-5x","x",NA,"HA","W","M-URAM","N","M-URAM","DNA","","","Xblack;"
"472","Flathead","116C","HR-BA-BS","Hair - barbed wire at bait station",116,11,696957,5431280,-114.30692,49.00296,NA,"Set and checked by helicopter","FH2007 Session 3","2007-07-10","2007-06-28","2007-07-12",14,NA,"A. Lorincz","grizzly bear cub tracks and BB tracks near site","15203-2x","x",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"473","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-18s","s",NA,"HA","P","M-URAR","N","M-URAR","DNA","15304-21s","F","sample;"
"474","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-7a","a",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"475","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-19s","s",NA,"HA","P","M-URAR","N","MAMMALIA","","","","unextracted;"
"476","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-12c","c",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"477","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-21s","s",NA,"HA","P","M-URAR","N","M-URAR","DNA","15304-21s","F","sample;"
"478","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-22s","s",NA,"HA","P","M-URAR","N","MAMMALIA","","","","unextracted;"
"479","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-15v","v",NA,"HA","G","M-URAR","N","M-URAR","DNA","15304-21s","F","sample;"
"480","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-2x","x",NA,"HA","W","M-URAR","N","M-URAR","DNA","15304-21s","F","sample;"
"481","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-3x","x",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"482","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-16x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xbomb;"
"483","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-4v","v",NA,"HA","G","M-URAR","N","MAMMALIA","","","","Xbomb;"
"484","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-8a","a",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"485","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-9b","b",NA,"HA","W","M-URAR","N","M-URAR","DNA","15304-21s","F","sample;"
"486","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-20s","s",NA,"HA","P","M-URAR","N","MAMMALIA","","","","unextracted;"
"487","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-17s","s",NA,"HA","P","M-URAR","N","MAMMALIA","","","","unextracted;"
"488","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-13v","v",NA,"HA","G","M-URAR","N","M-URAR","DNA","15304-21s","F","sample;"
"489","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-23s","s",NA,"HA","P","M-URAR","N","MAMMALIA","","","","unextracted;"
"490","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-24s","s",NA,"HA","P","M-URAR","N","MAMMALIA","","","","unextracted;"
"491","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-6v","v",NA,"HA","G","M-URAR","N","M-URAM","DNA","","","Xblack;"
"492","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-1x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"493","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-14v","v",NA,"HA","G","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"494","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-10b","b",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"495","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-5x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"496","Flathead","116D","HR-BA-BS","Hair - barbed wire at bait station",116,11,698464,5435589,-114.28423,49.0412,NA,"Set and checked by helicopter","FH2007 Session 4","2007-07-26","2007-07-12","2007-07-27",15,NA,"N. Heim","bait pile disturbed; hair everywhere","15304-11c","c",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"497","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-11c","c",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xbomb;"
"498","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-8b","b",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"499","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-13d","d",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"500","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-4a","a",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"501","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-1a","a",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"502","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-16s","s",NA,"HA","P","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"503","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-9x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"504","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-2a","a",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"505","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-10c","c",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"506","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-15s","s",NA,"HA","P","M-URAR","N","M-URAR","DNA","15306-2x","M","sample;"
"507","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-7b","b",NA,"HA","W","M-URAR","N","M-URAR","DNA","15147-13b","F","sample;"
"508","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-12d","d",NA,"HA","W","M-URAR","N","M-URAR","DNA","10739-c","M","sample; Animal ID in 2007 was 15109-14x"
"509","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-5a","a",NA,"HA","W","M-URAR","N","M-URAR","DNA","15147-13b","F","sample;"
"510","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-6x","x",NA,"HA","W","M-URAR","N","M-URAR","DNA","15147-13b","F","sample;"
"511","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-14x","x",NA,"HA","W","M-URAR","N","M-URAR","DNA","10739-c","M","sample; Animal ID in 2007 was 15109-14x"
"512","Flathead","117A","HR-BA-BS","Hair - barbed wire at bait station",117,11,706799,5434552,-114.17085,49.02914,NA,"Set and checked by helicopter","FH2007 Session 1","2007-06-12","2007-05-31","2007-06-14",14,NA,"A. Lorincz","bait pile disturbed a bit; bear ate paper sign, left plastic","15109-3a","a",NA,"HA","W","M-URAR","N","M-URAR","DNA","15147-13b","F","sample;"
"513","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-9x","x",NA,"HA","W","M-URAM","N","MAMMALIA","","","","Xspecies;"
"514","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-14s","s",NA,"HA","P","M-URAM","N","M-URAM","DNA","","","Xblack;"
"515","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-16s","s",NA,"HA","P","M-URAM","N","MAMMALIA","","","","unextracted;"
"516","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-7x","x",NA,"HA","W","M-URAM","N","M-URAM","DNA","","","Xblack;"
"517","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-12b","b",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"518","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-2x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"519","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-4a","a",NA,"HA","W","M-URAM","N","MAMMALIA","","","","unextracted;"
"520","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-8v","v",NA,"HA","G","M-URAM","N","M-URAM","DNA","","","Xblack; under 7x"
"521","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-6x","x",NA,"HA","W","M-URAM","N","M-URAM","DNA","","","Xblack;"
"522","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-13b","b",NA,"HA","W","M-URAR","N","M-URAR","DNA","15147-13b","F","sample;"
"523","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-11x","x",NA,"HA","W","M-URAM","N","M-URAM","DNA","","","Xblack;"
"524","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-1x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"525","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-15s","s",NA,"HA","P","M-URAM","N","MAMMALIA","","","","unextracted;"
"526","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-3x","x",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"527","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-5a","a",NA,"HA","W","M-URAM","N","M-URAM","DNA","","","Xblack;"
"528","Flathead","117B","HR-BA-BS","Hair - barbed wire at bait station",117,11,706765,5432913,-114.17215,49.01443,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed","15147-10x","x",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"529","Flathead","117C","HR-BA-BS","Hair - barbed wire at bait station",117,11,703585,5432670,-114.21571,49.0133,NA,"Set and checked by helicopter","FH2007 Session 3","2007-07-10","2007-06-28","2007-07-12",14,NA,"A. Lorincz","bait pile disturbed; 16cm track near site","15202-6a","a",NA,"HA","W","M-URAR","N","M-URAR","DNA","15202-7s","F","sample;"
