#detector,X,Y,usage,trap
s1093,1798497,584078,31 34 30 30 47,/rt
s1094,1799286,586520,31 34 30 30 47,/rt
s1095,1798972,586196,31 34 30 30 47,/rt
s1096,1798483,584901,31 34 30 30 47,/rt
s1151,1793368,561228,0 30 27 0 70,/rt
s1152,1793505,561388,0 30 27 0 70,/rt
s1175,1784394,563827,31 24 22 44 11,/rt
s1179,1788671,603406,31 47 16 31 41,/rt
s1183,1783597,562682,31 24 22 44 28,/rt
s1194,1794558,600174,31 36 32 33 28,/rt
s1196,1789800,591055,31 27 31 31 29,/rt
s1198,1789243,590611,31 27 31 31 29,/rt
s1200,1796143,601661,31 22 28 40 34,/rt
s1201,1795967,602042,31 22 28 40 34,/rt
s1202,1809962,580891,31 30 46 31 45,/rt
s1203,1810193,580731,31 30 46 31 45,/rt
s1211,1803399,582522,31 30 31 31 29,/rt
s1212,1802739,582582,31 30 31 31 29,/rt
s1213,1801988,582750,31 30 31 31 29,/rt
s1214,1795563,583041,31 27 32 33 30,/rt
s1215,1795408,584072,31 27 32 33 30,/rt
s1216,1795532,583472,31 27 32 33 30,/rt
s1217,1796990,577283,31 27 32 33 30,/rt
s1218,1796912,576942,31 27 32 33 30,/rt
s1220,1794262,549462,31 30 30 33 35,/rt
s1225,1798169,578017,31 36 42 20 37,/rt
s1226,1797777,576286,31 36 42 20 37,/rt
s1227,1796956,573833,31 36 42 20 37,/rt
s1228,1796842,573398,31 36 42 20 37,/rt
s1229,1796540,572482,31 36 42 20 37,/rt
s1230,1794930,568143,31 36 42 20 37,/rt
s1231,1792171,563817,31 36 42 20 37,/rt
s1232,1783664,565942,31 24 22 44 11,/rt
s1233,1787238,563446,31 21 35 17 33,/rt
s1234,1786569,563790,31 21 35 17 33,/rt
s1235,1787370,563348,31 21 35 17 33,/rt
s1239,1786071,564306,31 21 35 17 33,/rt
s1240,1791338,614765,0 30 29 36 23,/rt
s1241,1791206,614039,0 30 29 36 23,/rt
s1248,1796312,542942,31 30 30 33 26,/rt
s1250,1788468,590064,31 27 31 31 29,/rt
s1254,1786627,590129,31 27 31 31 29,/rt
s1256,1785027,589918,31 27 31 31 29,/rt
s1268,1798273,552524,0 30 34 57 23,/rt
s1269,1801054,550592,31 30 30 33 35,/rt
s1270,1809332,560519,31 29 31 31 29,/rt
s1274,1800440,536392,31 41 21 35 32,/rt
s1282,1807165,583567,0 30 0 0 0,/rt
s1283,1798442,596486,31 33 32 35 38,/rt
s1297,1798262,556703,31 22 34 57 23,/rt
s1298,1798202,556571,31 22 34 57 23,/rt
s1347,1793406,551555,31 30 30 33 35,/rt
s1357,1813081,581969,31 30 46 31 45,/rt
s1358,1813090,581960,31 30 46 31 45,/rt
s1359,1809814,591192,15 25 31 28 30,/rt
s1360,1809799,591191,15 25 31 28 30,/rt
s1361,1793688,620145,31 29 0 0 107,/rt
s1366,1793730,603574,31 47 16 31 41,/rt
s1368,1793948,561320,0 30 27 0 70,/rt
s1399,1796552,622661,31 30 31 31 29,/rt
s1400,1798359,560510,31 22 34 57 23,/rt
s1401,1807265,581660,0 29 46 31 45,/rt
s1402,1807270,581353,0 29 46 31 45,/rt
s1404,1802925,547872,0 30 30 33 35,/rt
s1406,1810811,556639,0 25 34 30 42,/rt
s1410,1799934,546820,31 30 30 33 35,/rt
s1411,1802554,548033,31 30 30 33 35,/rt
s1412,1802041,548157,31 30 30 33 35,/rt
s1418,1794558,600174,31 36 32 33 28,/rt
s1419,1794558,600174,31 36 32 33 28,/rt
s1420,1809894,556401,0 25 34 30 42,/rt
s1421,1807022,555424,0 0 34 30 42,/rt
s1422,1806246,552305,0 0 34 30 42,/rt
