#detector,X,Y,usage,trap
s1194,1794558,600174,30 34 37 28 0,/rt
s1196,1789800,591055,30 32 34 29 0,/rt
s1198,1789243,590611,30 32 34 29 0,/rt
s1200,1796143,601661,30 29 27 27 0,/rt
s1201,1795967,602042,30 29 27 27 0,/rt
s1202,1809962,580891,30 55 19 32 0,/rt
s1203,1810193,580731,30 55 19 32 0,/rt
s1211,1803399,582522,30 31 36 31 0,/rt
s1212,1802739,582582,30 31 36 31 0,/rt
s1213,1801988,582750,30 31 36 31 0,/rt
s1214,1795563,583041,30 25 33 24 0,/rt
s1215,1795408,584072,30 25 33 24 0,/rt
s1216,1795532,583472,30 25 33 24 0,/rt
s1217,1796990,577283,30 25 33 24 0,/rt
s1218,1796912,576942,30 25 33 23 0,/rt
s1220,1794262,549462,30 24 31 38 0,/rt
s1225,1798169,578017,30 33 42 29 0,/rt
s1226,1797777,576286,30 33 42 29 0,/rt
s1227,1796956,573833,30 33 42 29 0,/rt
s1228,1796842,573398,30 33 42 29 0,/rt
s1229,1796540,572482,30 33 42 29 0,/rt
s1230,1794930,568143,30 33 42 29 0,/rt
s1231,1792171,563817,30 33 42 29 0,/rt
s1232,1783664,565942,30 31 40 16 0,/rt
s1233,1787238,563446,30 14 42 21 0,/rt
s1234,1786569,563790,30 14 42 21 0,/rt
s1235,1787370,563348,30 14 42 21 0,/rt
s1239,1786071,564306,30 14 42 21 0,/rt
s1240,1791338,614765,30 33 42 26 0,/rt
s1241,1791206,614039,30 33 42 26 0,/rt
s1248,1796312,542942,30 24 31 38 0,/rt
s1250,1788468,590064,30 32 34 29 0,/rt
s1254,1786627,590129,30 32 34 29 0,/rt
s1256,1785027,589918,30 32 34 29 0,/rt
s1269,1801054,550592,30 24 31 38 0,/rt
s1270,1809332,560519,30 31 36 31 0,/rt
s1274,1800440,536392,30 36 28 37 0,/rt
s1282,1807165,583567,0 31 19 0 0,/rt
s1283,1798442,596486,30 35 35 30 0,/rt
s1297,1798262,556703,30 13 41 30 0,/rt
s1298,1798202,556571,30 13 41 30 0,/rt
s1347,1793406,551555,30 0 0 0 0,/rt
s1357,1813081,581969,30 55 19 29 0,/rt
s1358,1813090,581960,30 55 19 29 0,/rt
s1359,1809814,591192,28 36 42 0 0,/rt
s1360,1809799,591191,28 36 42 0 0,/rt
s1361,1793688,620145,30 50 31 30 0,/rt
s1366,1793730,603574,30 40 36 19 0,/rt
s1368,1793948,561320,30 34 33 41 0,/rt
s1399,1796552,622661,30 29 36 31 0,/rt
s1400,1798359,560510,30 13 41 30 0,/rt
s1401,1807265,581660,30 55 19 29 0,/rt
s1402,1807270,581353,30 55 19 29 0,/rt
s1404,1802925,547872,30 24 31 38 0,/rt
s1406,1810811,556639,30 33 33 33 0,/rt
s1410,1799934,546820,30 24 31 38 0,/rt
s1411,1802554,548033,30 24 31 38 0,/rt
s1412,1802041,548157,30 24 31 38 0,/rt
s1418,1794558,600174,30 34 37 28 0,/rt
s1419,1794558,600174,30 34 37 28 0,/rt
s1420,1809894,556401,30 33 33 33 0,/rt
s1421,1807022,555424,30 33 33 33 0,/rt
s1422,1806246,552305,30 33 33 33 0,/rt
s1428,1797248,573188,0 40 42 29 0,/rt
s1429,1804413,594474,0 0 0 30 0,/rt
