#detector,X,Y,usage,trap
s1018,1790631,592077,31 25 25 41 24,/rt
s1022,1809607,591845,31 24 16 34 13,/rt
s1024,1786749,596065,31 25 25 41 24,/rt
s1025,1783803,569252,0 30 41 27 0,/rt
s1028,1783888,565205,31 27 41 27 0,/rt
s1029,1784302,564089,0 30 41 27 0,/rt
s1056,1806621,573322,31 28 31 44 28,/rt
s1058,1807661,568500,31 28 31 44 28,/rt
s1059,1808874,561547,31 28 31 44 28,/rt
s1060,1809307,560536,31 28 31 44 28,/rt
s1061,1810360,559046,31 28 31 44 28,/rt
s1064,1806991,564377,31 28 31 44 28,/rt
s1065,1805830,563608,31 28 31 44 28,/rt
s1066,1807014,565753,31 28 31 44 28,/rt
s1070,1792458,604815,31 27 25 44 25,/rt
s1071,1792266,605059,31 27 25 44 25,/rt
s1073,1785266,609179,31 30 26 40 30,/rt
s1074,1787046,610387,31 30 26 40 30,/rt
s1075,1787209,610412,31 30 26 40 30,/rt
s1076,1788194,610844,31 30 26 40 30,/rt
s1077,1789160,610660,31 30 26 40 30,/rt
s1079,1790673,607926,11 30 26 40 30,/rt
s1083,1787938,622442,31 35 26 39 26,/rt
s1084,1790048,624731,31 32 37 48 16,/rt
s1085,1789022,627838,31 32 37 48 16,/rt
s1086,1789085,629136,31 32 37 48 16,/rt
s1091,1798754,581851,31 48 26 38 28,/rt
s1092,1798661,582578,31 48 26 38 28,/rt
s1093,1798497,584078,32 47 26 38 28,/rt
s1094,1799286,586520,31 48 26 38 28,/rt
s1095,1798972,586196,31 48 26 38 28,/rt
s1096,1798483,584901,31 48 26 38 28,/rt
s1151,1793368,561228,21 22 27 0 82,/rt
s1152,1793505,561388,21 22 27 0 82,/rt
s1175,1784394,563827,31 27 41 27 0,/rt
s1179,1788671,603406,31 27 25 44 25,/rt
s1183,1783597,562682,31 27 41 27 0,/rt
s1196,1789800,591055,31 25 25 41 24,/rt
s1198,1789243,590611,31 25 25 41 24,/rt
s1200,1796143,601661,31 27 25 44 25,/rt
s1201,1795967,602042,31 27 25 44 25,/rt
s1202,1809962,580891,34 28 31 44 28,/rt
s1203,1810193,580731,34 28 31 44 28,/rt
s1211,1803399,582522,31 28 31 44 28,/rt
s1212,1802739,582582,31 28 31 44 28,/rt
s1213,1801988,582750,31 28 31 44 28,/rt
s1214,1795563,583041,31 16 23 56 16,/rt
s1215,1795408,584072,31 16 23 56 16,/rt
s1216,1795532,583472,31 16 23 56 16,/rt
s1217,1796990,577283,31 16 23 56 16,/rt
s1218,1796912,576942,31 16 23 56 16,/rt
s1220,1794262,549462,20 43 18 46 24,/rt
s1224,1798688,580007,31 26 27 51 20,/rt
s1225,1798169,578017,31 26 27 51 20,/rt
s1226,1797777,576286,31 26 27 51 20,/rt
s1227,1796956,573833,31 26 27 51 20,/rt
s1228,1796842,573398,31 26 27 51 20,/rt
s1229,1796540,572482,31 26 27 51 20,/rt
s1230,1794930,568143,31 26 0 78 20,/rt
s1231,1792171,563817,31 26 0 78 20,/rt
s1232,1783664,565942,0 30 41 27 0,/rt
s1233,1787238,563446,31 24 28 44 0,/rt
s1234,1786569,563790,31 24 28 44 0,/rt
s1235,1787370,563348,31 24 28 44 0,/rt
s1239,1786071,564306,31 24 28 44 0,/rt
s1240,1791338,614765,31 40 29 37 26,/rt
s1241,1791206,614039,31 40 29 37 26,/rt
s1242,1791845,612201,31 40 29 37 26,/rt
s1250,1788468,590064,31 25 25 41 24,/rt
s1252,1787515,590232,31 25 25 41 24,/rt
s1254,1786627,590129,31 25 25 41 24,/rt
s1256,1785027,589918,31 25 25 41 24,/rt
s1300,1796703,546314,28 20 33 46 24,/rt
s1301,1794245,549946,21 20 33 46 24,/rt
s1302,1793907,550371,21 20 33 46 24,/rt
s1346,1793674,550731,0 0 18 46 24,/rt
s1347,1793406,551555,0 0 18 46 24,/rt
s1357,1813081,581969,0 4 16 34 13,/rt
s1358,1813090,581960,0 4 16 34 13,/rt
s1359,1809814,591192,0 24 7 12 13,/rt
s1360,1809799,591191,0 4 16 22 13,/rt
s1361,1793688,620145,0 0 31 29 0,/rt
s1368,1793948,561320,31 22 27 0 82,/rt
