#detector,X,Y,usage,trap
s1107,1793045,632515,15 14 0 0 0,/bs
s1151,1793368,561228,31 25 33 55 29,/rt
s1152,1793505,561388,31 25 33 55 29,/rt
s1158,1790523,569438,14 14 0 0 0,/bs
s1164,1802220,555213,14 14 0 0 0,/bs
s1175,1784394,563827,31 39 38 25 28,/rt
s1179,1788671,603406,31 27 31 31 28,/rt
s1183,1783597,562682,31 39 38 25 28,/rt
s1194,1794558,600174,31 33 36 31 32,/rt
s1196,1789800,591055,31 28 31 30 28,/rt
s1198,1789243,590611,31 28 31 30 28,/rt
s1200,1796143,601661,31 36 31 23 41,/rt
s1201,1795967,602042,31 36 31 23 41,/rt
s1202,1809962,580891,17 29 31 31 28,/rt
s1203,1810193,580731,17 29 31 31 28,/rt
s1211,1803399,582522,31 29 31 31 28,/rt
s1212,1802739,582582,31 29 31 31 28,/rt
s1213,1801988,582750,31 29 31 31 28,/rt
s1214,1795563,583041,31 34 26 33 38,/rt
s1215,1795408,584072,31 34 26 33 38,/rt
s1216,1795532,583472,31 34 26 33 38,/rt
s1217,1796990,577283,31 32 26 33 38,/rt
s1218,1796912,576942,31 32 26 33 38,/rt
s1220,1794262,549462,31 31 35 20 37,/rt
s1225,1798169,578017,31 40 27 37 27,/rt
s1226,1797777,576286,31 40 27 37 27,/rt
s1227,1796956,573833,31 40 27 37 27,/rt
s1228,1796842,573398,31 40 27 37 27,/rt
s1229,1796540,572482,31 40 27 37 27,/rt
s1230,1794930,568143,31 40 27 37 27,/rt
s1231,1792171,563817,31 50 17 37 27,/rt
s1232,1783664,565942,31 0 77 25 28,/rt
s1233,1787238,563446,31 29 39 39 15,/rt
s1234,1786569,563790,31 29 39 39 15,/rt
s1235,1787370,563348,31 29 39 39 15,/rt
s1239,1786071,564306,31 29 39 39 15,/rt
s1240,1791338,614765,31 23 0 0 0,/rt
s1241,1791206,614039,31 29 0 0 0,/rt
s1242,1791845,612201,31 29 0 0 0,/rt
s1248,1796312,542942,35 31 35 20 37,/rt
s1250,1788468,590064,31 28 31 30 28,/rt
s1252,1787515,590232,31 0 0 0 0,/rt
s1254,1786627,590129,31 28 31 30 28,/rt
s1256,1785027,589918,31 28 31 30 28,/rt
s1268,1798273,552524,31 23 0 73 22,/rt
s1269,1801054,550592,0 35 0 0 0,/rt
s1270,1809332,560519,0 0 31 31 28,/rt
s1274,1800440,536392,0 0 27 30 32,/rt
s1346,1793674,550731,31 31 35 20 37,/rt
s1347,1793406,551555,31 31 35 20 37,/rt
s1357,1813081,581969,31 29 31 31 28,/rt
s1358,1813090,581960,31 29 31 31 28,/rt
s1359,1809814,591192,9 33 27 0 5,/rt
s1360,1809799,591191,9 33 27 0 5,/rt
s1361,1793688,620145,31 22 29 31 35,/rt
s1368,1793948,561320,31 43 15 55 29,/rt
s1373,1798097,593978,15 14 0 0 0,/bs
s1374,1789952,608953,14 14 0 0 0,/bs
s1375,1809517,588718,16 14 0 0 0,/bs
s1376,1810769,572851,16 14 0 0 0,/bs
s1382,1805114,615818,14 14 0 0 0,/bs
s1384,1781380,610159,14 14 0 0 0,/bs
s1385,1786469,599906,14 14 0 0 0,/bs
s1386,1800552,571278,14 14 0 0 0,/bs
s1387,1794931,579027,14 14 0 0 0,/bs
s1394,1786373,559241,14 14 0 0 0,/bs
