#detector,X,Y,usage,trap
s1066,1807014,565753,0 30 32 44 21,/rt
s1070,1792458,604815,30 36 28 29 0,/rt
s1071,1792266,605059,30 36 28 29 0,/rt
s1073,1785266,609179,28 30 32 30 30,/rt
s1074,1787046,610387,30 30 32 30 30,/rt
s1075,1787209,610412,30 30 32 30 30,/rt
s1076,1788194,610844,28 30 32 30 30,/rt
s1077,1789160,610660,28 30 32 30 30,/rt
s1079,1790673,607926,28 30 32 30 30,/rt
s1083,1787938,622442,28 32 29 31 0,/rt
s1084,1790048,624731,30 30 31 31 30,/rt
s1085,1789022,627838,30 30 31 31 30,/rt
s1086,1789085,629136,30 30 31 31 30,/rt
s1091,1798754,581851,31 40 18 10 12,/rt
s1092,1798661,582578,31 40 18 49 22,/rt
s1093,1798497,584078,30 41 18 49 22,/rt
s1094,1799286,586520,31 40 18 49 22,/rt
s1095,1798972,586196,31 40 18 49 22,/rt
s1096,1798483,584901,30 41 18 49 22,/rt
s1151,1793368,561228,31 27 0 0 0,/rt
s1152,1793505,561388,31 27 0 0 0,/rt
s1175,1784394,563827,31 30 41 29 0,/rt
s1179,1788671,603406,30 36 28 29 0,/rt
s1183,1783597,562682,31 30 41 29 0,/rt
s1194,1794558,600174,31 32 0 0 1,/rt
s1195,1790895,591883,30 0 0 0 0,/rt
s1196,1789800,591055,30 35 30 33 0,/rt
s1197,1789328,590625,30 0 0 0 0,/rt
s1198,1789243,590611,30 35 30 33 0,/rt
s1199,1788822,590313,30 0 0 0 0,/rt
s1200,1796143,601661,31 31 31 44 22,/rt
s1201,1795967,602042,31 31 31 44 22,/rt
s1202,1809962,580891,31 31 30 44 21,/rt
s1203,1810193,580731,31 31 30 44 21,/rt
s1211,1803399,582522,0 0 31 44 21,/rt
s1212,1802739,582582,0 0 31 44 21,/rt
s1213,1801988,582750,0 0 31 44 21,/rt
s1214,1795563,583041,0 0 0 65 47,/rt
s1215,1795408,584072,0 0 0 65 47,/rt
s1216,1795532,583472,0 0 0 65 47,/rt
s1217,1796990,577283,0 0 0 65 47,/rt
s1218,1796912,576942,0 0 0 65 47,/rt
s1220,1794262,549462,31 33 23 59 28,/rt
s1224,1798688,580007,31 31 25 59 28,/rt
s1225,1798169,578017,31 31 25 59 28,/rt
s1226,1797777,576286,31 31 25 59 28,/rt
s1227,1796956,573833,31 31 25 59 28,/rt
s1228,1796842,573398,31 31 25 59 28,/rt
s1229,1796540,572482,31 31 25 59 28,/rt
s1230,1794930,568143,31 31 26 58 28,/rt
s1231,1792171,563817,31 31 26 58 28,/rt
s1232,1783664,565942,31 0 71 29 0,/rt
s1233,1787238,563446,31 36 33 33 35,/rt
s1234,1786569,563790,31 36 33 0 68,/rt
s1235,1787370,563348,31 36 33 33 35,/rt
s1239,1786071,564306,31 36 33 0 68,/rt
s1240,1791338,614765,30 58 31 31 30,/rt
s1241,1791206,614039,30 58 31 31 30,/rt
s1242,1791845,612201,30 58 31 31 30,/rt
s1250,1788468,590064,30 35 30 33 0,/rt
s1251,1787790,590249,30 0 0 0 0,/rt
s1252,1787515,590232,30 35 30 33 0,/rt
s1253,1787055,590240,30 0 0 0 0,/rt
s1254,1786627,590129,30 35 30 33 0,/rt
s1255,1785682,589973,30 0 0 0 0,/rt
s1256,1785027,589918,30 35 30 33 0,/rt
s1300,1796703,546314,0 0 13 59 28,/rt
s1301,1794245,549946,0 0 13 59 28,/rt
s1302,1793907,550371,0 0 13 59 28,/rt
