#detector,X,Y,usage,trap
s1274,1800440,536392,31 0 44 16 39,/rt
s1282,1807165,583567,0 0 31 0 62,/rt
s1283,1798442,596486,31 0 71 30 26,/rt
s1297,1798262,556703,0 27 43 34 7,/rt
s1298,1798202,556571,0 32 38 34 7,/rt
s1346,1793674,550731,31 36 39 24 28,/rt
s1347,1793406,551555,31 36 39 24 28,/rt
s1357,1813081,581969,31 23 35 28 32,/rt
s1358,1813090,581960,31 23 35 28 32,/rt
s1359,1809814,591192,16 20 21 30 33,/rt
s1360,1809799,591191,16 20 21 30 18,/rt
s1361,1793688,620145,31 31 35 38 44,/rt
s1366,1793730,603574,0 30 45 35 26,/rt
s1368,1793948,561320,31 0 63 21 36,/rt
s1399,1796552,622661,0 0 27 34 28,/rt
s1410,1799934,546820,0 0 0 0 23,/rt
s1411,1802554,548033,0 0 0 0 23,/rt
s1412,1802041,548157,0 0 0 0 23,/rt
s1418,1794558,600174,0 30 30 31 0,/rt
s1419,1794558,600174,0 30 30 31 32,/rt
