#detector,X,Y,usage,trap
s1198,1789243,590611,7 13 28 33 41,/rt
s1199,1788822,590313,7 13 28 33 41,/rt
s1200,1796143,601661,0 20 40 31 35,/rt
s1201,1795967,602042,0 20 40 31 35,/rt
s1202,1809962,580891,0 20 40 31 35,/rt
s1203,1810193,580731,0 20 40 31 35,/rt
s1220,1794262,549462,0 26 44 33 28,/rt
s1221,1794113,549895,0 26 44 33 28,/rt
s1222,1793886,550266,0 26 44 33 28,/rt
s1223,1792358,552102,0 26 44 33 28,/rt
s1224,1798688,580007,0 20 40 33 32,/rt
s1225,1798169,578017,0 20 40 33 32,/rt
s1226,1797777,576286,0 20 40 33 32,/rt
s1227,1796956,573833,0 20 40 33 32,/rt
s1228,1796842,573398,0 20 40 33 32,/rt
s1229,1796540,572482,0 20 40 33 32,/rt
s1230,1794930,568143,0 20 40 33 32,/rt
s1231,1792171,563817,0 20 40 33 32,/rt
s1232,1783664,565942,0 30 23 46 17,/rt
s1233,1787238,563446,0 4 34 27 34,/rt
s1234,1786569,563790,0 30 34 27 34,/rt
s1235,1787370,563348,0 30 34 27 34,/rt
s1250,1788468,590064,7 13 28 33 41,/rt
s1251,1787790,590249,7 13 28 33 41,/rt
s1252,1787515,590232,7 13 28 33 41,/rt
s1253,1787055,590240,7 13 28 33 41,/rt
s1254,1786627,590129,7 13 28 33 41,/rt
s1255,1785682,589973,7 13 28 33 41,/rt
s1256,1785027,589918,7 13 28 33 41,/rt
